decapitate	(特に処刑で)…の首を切る
decapitation	首を切り落とすこと,斬首(ざんしゅ)
decasyllable	10音節[詩行]
decathlon	十種競技
decay	『腐る』,朽ちる / 〈繁栄・健康などが〉『衰える』,衰退する;〈活力などが〉低下する / 〈他〉 / …を『腐ら...
decease	死亡
deceased	『死亡した』(dead),故人となった(late) / 《名詞的に;the deceased》《単数扱い》《特定の...
deceit	『欺くこと』,『偽り』,たくらみ,策略,ぺてん
deceitful	人をだます,うそつきの / (言動・外見などが)人を惑わせる,人を誤らせる / ごまかし,欺くこと
deceive	〈人〉を『欺く』,『だます』,裏切る / 欺く,人をだます
deceiver	だます人,詐欺師
decelerate	…の速度を落とす / 速度が落ちる
deceleration	減速
decelerator	減速器
december	『12月』(《略》『Dec.』)
decency	〈U〉(言動・服装などが)きちんとしていること / 〈U〉体面,体裁 / 《the decencies》《まれ》礼...
decennial	10年間の,10年ごとの / 10周年記念(祭)
decent	(社会・道徳的な規範にかなって)『きちんとした』,ふさわしい / 《話》『かなりよい』,まあまあの,そう悪くない ...
decently	見苦しくなく,ちゃんと / 相当に,かなり / 親切に,気前よく
decentralisation	中央集権排除,地方分権
decentralise	〈行政〉の中央集権化を避ける,〈産業・人口など〉を分散させる
decentralization	中央集権排除,地方分権
decentralize	〈行政〉の中央集権化を避ける,〈産業・人口など〉を分散させる
deception	〈U〉だますこと,だまされること / 〈C〉策略,たくらみ
deceptive	人をだますような;当てにならない,惑わす(misleading)
decibel	デシベル(音響の大きさを測る単位)
decide	〈人が〉〈論争・問題など〉を『解決する』 / 〈人が〉『決心する』 / 〈物事が〉…を決定する / 〈物事が〉〈人...
decided	『明白な』,決定的な / (人・態度・性格などが)『断固とした』,ぐらつかない(determined)
deciduous	(動植物の組織などが)脱落性の;(樹木が)落葉性の
decigram	デシグラム(1/10グラム;《略》『dg』.)
decigramme	デシグラム(1/10グラム;《略》『dg』.)
deciliter	デシリットル(1/10リットル;《略》『dl.』)
decilitre	デシリットル(1/10リットル;《略》『dl.』)
decimal	小数の / 十進法の / 小数
decimalise	〈通貨など〉を十進法にする
decimalize	〈通貨など〉を十進法にする
decimate	〈疫病・災害・戦争などが〉〈多くの人・動物など〉を殺す[10人に1人を選んで殺した古代ローマの軍隊の刑罰法から]
decimation	大量殺害
decimeter	デシメートル(1/10メートル)
decimetre	デシメートル(1/10メートル)
decipher	〈分かりにくい文字など〉を判読する / 〈暗号〉を解読する
decipherable	判読できる,解読できる
decision	〈C〉(問題・疑義などの)『決定』,解決;結論《+『of』+『名』》 / 〈U〉『決心』,決断 / 〈C〉(法廷で...
decisive	『決定的な』,決め手となる / (性格などが)『断固とした』,果断な(resolute) / 確かな,疑いのない
decistere	デシステール(メートル法で体積の単位;10分の1 stere)
deck	『デッキ,甲板』 / デッキ状の部分(バス・電車の床,トラックの荷台,電気装置の配置台など) / 《おもに米》(カ...
deckhand	甲板水夫,平水夫
declaim	(間をとったりゼスチャーを交えて)大げさな演説をする,一席ぶつ / (…に向かって)…をぶちあげる《+『名』+『t...
declamation	雄弁[術];〈C〉大げさな演説
declamatory	大げさな,誇大な
declarable	税関で申告すべき
declaration	〈U〉(…の)『宣言』,発表,布告《+『of』+『名』》 / 〈C〉申告書 / 〈C〉供述
declarative	叙述の,陳述の
declare	…を『宣言する』,告示する,公表する / …を『強調する』 / 〈課税品・所得額〉を申告する / …を明らかにする...
declared	公然と認められた,公言された,公然の
declarer	宣言者,申告者
declassification	〈書類などを〉機密情報のリストから落とすこと,機密指定から解くこと
declassify	〈政治・軍事情報など〉を機密種別からはずす・〈書類などを〉機密情報のリストから落とす,機密指定から解く
declension	(名詞・代名詞・形容詞の性,数,格による)語形変化,一連の語形変化
declination	〈C〉(真の北極と磁針の)偏差 / 〈U〉〈C〉赤緯(赤道からある天体までの角距離) / 〈C〉正式の辞退
decline	(穏やかに,礼儀正しく)…を『断る』,拒絶する,拒否する / 〈名詞・代名詞・形容詞〉を語形変化させる / 『断る...
declivity	下り勾配(こうばい)
declutch	(自動車の)クラッチを切る
decoct	…を煎(せん)じる
decoction	煎じ出すこと;〈C〉煎出エキス;煎じ薬
decode	…の暗号(code)を解く
decolletage	デコルテ〈U〉大きくえりをくって首筋・胸を出すこと / 〈C〉大きくえりぐりした婦人服
decollete	(婦人服の)えりぐりの深い
decolonisation	脱植民地(植民地の状態からの独立)
decolonise	〈植民地〉の自治を許す,を独立させる
decolonization	脱植民地(植民地の状態からの独立)
decolonize	〈植民地〉の自治を許す,を独立させる
decommission	〈船など〉を廃役にする
decompensate	〈心臓が〉代償機能を失う
decompensation	(心臓の)代償不全
decompose	を分解させる …を腐敗させる,分解する,腐敗する
decomposition	分解 / 腐敗 / 変質
decompress	…の圧力を減らす
decompression	減圧
decongestant	鼻づまりを解消する薬,(鼻炎の)消炎剤
decontaminate	…を浄化する / 〈物・場所〉から有害物を除く,汚染を除く
decontamination	浄化,汚染の除去
decontrol	…の統制を撤廃する / 統制撤廃
decor	(室内などの)装飾 / 舞台装置
decorate	(…で)…を『飾る』,飾り立てる《+『名』+『with』+『名』》 / 〈部屋・建物〉に装飾する / (…に対して...
decoration	〈U〉『装飾』,飾りつけること / 〈C〉《複数形で》『装飾物』,飾りつけ / 〈C〉勲章
decorative	装飾の,装飾的な
decorator	装飾する人
decorous	礼儀正しい,端正な,上品な
decorum	〈U〉(行い・言葉などの)礼儀正しさ / 《複数形で》礼儀作法
decoupage	紙・プラスチックなどの切り抜きを使った装飾法
decoy	(狩猟で鳥をおびきよせる人工の)おとり / (人をおびきよせる)策略,わな / …をおとりで誘う,おびきよせる
decrease	…を『減らす』 / 『減る』,少なくなる / 〈U〉〈C〉(…の)『減少』,縮小《+『in』+『名』》 / 〈C〉...
decree	法令,布告 / (裁判所の)判決,命令 / …を布告する / 《『decree』+『that』》(決まりに従って)...
decrement	〈U〉減少,漸減 / 〈C〉減少高(量)
decrepit	使い古した;老衰した
decrepitude	老衰,老いぼれになった状態
decrescendo	(音楽で)しだいに弱くなる / しだいに弱く
decriminalize	(財産・能力などを考慮して)…を免罪する
decry	…を非難する,けなす
dedicate	(…に)…を『奉納する』,献納する《+『名』+『to』+『名』》 / (…に)〈時間・精力など〉を『ささげる』《+...
dedicated	(理想・信念・目的などに)打ち込んでいる,ひたむきな
dedication	〈U〉奉納,献納 / 〈U〉献身,専念 / 〈C〉献呈の辞
deduce	…を導き出す,推論する
deduct	(総計・総額から)…を差し引く,控除する《+『名』+『from』+『名』》
deductible	差し引くことができる,控除できる
deduction	〈U〉差し引き / 推論 / 控除額 / 〈U〉演繹(えんえき)法
deductive	演繹(えんえき)的な,推論的な
deed	『行為』,行動 / (正式の)捺印証書,権利書 / …を証書を作製して譲渡する
deejay	=disc jockey
deem	…と思う(think)
deemphasize	…にあまり重点をおかない,を強調しない
deep	(表面から下方または内部へ)『深い』 / (程度が)非常な,深い / 奥行きの深い,奥まった / 奥深くて測りしれ...
deepen	…を深くする,深める / 〈色〉を濃くする / 〈声〉を太くする,〈音調〉を下げる / 深くなる / 〈色が〉濃く...
deepfreeze	〈食料品〉を急速に冷凍する
deeply	『深く』 / (色が)濃く / (声が)太く,(音調が)低く / (程度が)非常に,深く
deepness	深さ,深度 / 深遠
deer	『シカ』(鹿)
deerfly	メクラアブ(鹿の血を吸うアブ)
deerskin	鹿皮
deerstalker	鹿猟師 / (前後にひさしのついた)鳥打帽
deescalate	〈大きさ・強さ・規模などが〉縮小する / 〈大きさ・強さ・規模など〉を縮小する
deface	表面を傷つける[摩滅する]; 読めなくする, わからなくする・〈外観〉を醜くする・…を摩損する,すり消す,読みにくくする
defalcate	〈公金など〉を横領する,使い込む
defamation	中傷,名誉毀損(きそん)
defamatory	名誉毀損の,中傷的な
defame	〈人〉を中傷する,の名誉を傷つける
default	(義務・債務などの)不履行,怠慢《+『on』(『against』)+『名』》;(法廷・試合場などへの)不出場・欠席...
defaulter	(法的義務や債務の)不履行者,(裁判の)欠席者;(予定試合への)不出場者 / 《英》軍規違反者
defeat	(戦いや試合で)〈相手〉を『負かす』,打ち破る《+『名』+『in』(『at』)+『名』》 / (目的・希望など)を...
defeatism	敗北主義
defeatist	敗北主義者
defecate	排便する
defecation	脱糞,排便
defect	〈C〉『欠点』,弱点,欠陥 / 〈U〉〈C〉《古》不足,欠乏 / (国・党・主義などから)離脱する,裏切って出る《...
defection	(…からの)離脱,脱党,亡命《+『from』+『名』》;(…への)離反《+『to』+『名』》
defective	『欠点のある』,欠陥のある / 欠けている,足りない,(知能的に)標準以下の / 精神障害者,身体障害者
defector	(国・党・主義などからの)離脱者,離反者,変節者,亡命者
defence	=defense
defend	(…から)…を『守る』,保護する《+『名』+『against』(『from』)+『名』(do『ing』)》 / (...
defendant	被告
defender	防御する人,擁護者 / 選手権保持者 / 弁護士
defense	〈U〉(…に対する)『防御』,『守備』,防衛《+『against』+『名』》 / 〈C〉(…に対する)防御物,防御...
defenseless	防備のない,防御できない
defensible	防御できる / 擁護できる,弁護できる
defensive	防御の,守備の / 弁護の / 防御,守勢
defer	…を『延ばす』,延期する(postpone) / 《『defer to』+『名』》(人・希望・意見などに)従う
deference	(…への)服従;敬意,尊敬《+『for』+『名』》
deferential	うやうやしい,丁重な
deferment	延期
defiance	(公然たる)『反抗』,(大胆な)抵抗;『挑戦』(challenge) / (…の)『無視』《+『of』+『名』》
defiant	挑戦的な,反抗的な
deficiency	〈U〉〈C〉(…の)(量・額などの)不足,欠乏《+『of』(『in』)+『名』》 / 〈C〉不足分,不足量,不足額...
deficient	欠陥のある,欠けた,不足した
deficit	(金銭の)不足額,赤字
defile	…を汚す,汚染する / [一列]縦隊で行進する / (山あいの)狭い道,隘路(あいろ)
defilement	汚すこと,汚染
define	〈語・句〉を『定義する』,の意味で明らかにする / 〈本質・意義・立場〉を『明らかにする』,特徴づける / …の輪...
definite	『一定の』,(明確に)限定された / 『明確な』,確実な,すでに確定した
definitely	明確に,確実に / 《話》確かに,そのとおり
definition	〈C〉『定義』,語義の記述 / 〈C〉(本質・特徴を)明確にすること《+『of』+『名』》 / 〈U〉(映像・音声...
definitive	決定的な,最終的な(final)
deflagrate	…を急激に燃焼させる / 急激に燃焼する
deflate	〈タイヤ・気球など〉の空気(ガス)を抜く,をすぼませる / 〈人〉の自信(誇り,幸せなど)を失わせる / 〈量・大...
deflation	空気(ガス)を抜くこと;収縮 / 通貨収縮,デフレーション,テレビ
deflationary	通貨収縮の,デフレの
deflect	(…から)…をそらせる,偏らせる《+『名』+『from』+『名』》 / それる,偏る
deflection	(進路などの)ふれ,偏り;(計器などの針の)ふれ,偏差
defloration	花を散らすこと;美(新鮮さ)を奪うこと / 処女を奪うこと
deflower	…の花をもぎ取る / 〈処女〉を犯す
defog	〈自動車などの窓〉の曇り(水滴)を取り除く
defoliant	落葉剤
defoliate	(薬品などで)〈葉〉を枯れさせる
defoliation	落葉
deforest	…の森林を切り払う
deforestation	森林伐採,森林開拓
deform	…の形をくずす,を変形させる / …をぶかっこうにする,醜くする
deformation	形をくずすこと / ぶかっこう,醜さ
deformed	醜い,不具の,奇形の
deformity	〈U〉(身体の)奇形,変形,不具;醜さ / 〈C〉(身体の)奇形部 / 〈C〉(…の)欠陥
defraud	(…を)〈人〉からだまし取る,詐取する《+『名』〈人〉+『of』+『名』》
defray	〈費用など〉を支払う
defrock	=unfrock
defrost	〈冷蔵庫など〉の霜(氷)を取る / 〈食品など〉を冷凍を戻す / 〈冷蔵庫などが〉霜が取れる
defroster	(冷蔵庫の)霜取り装置;(自動車・飛行機の前面ガラスに取りつける)防氷装置
defs	definitions
deft	器用な,巧みな,じょうずな
defunct	現存しない,廃用になった
defuse	〈爆弾など〉を信管を取り除く
defuze	〈爆弾など〉を信管を取り除く
defy	《『defy』+『名』+『to』 do》(…してみよと)〈人〉に『挑む』,挑戦する / …を『無視する』,ものとも...
degas	…からガスを抜く
degauss	〈船体・車体など〉の磁場を消す,を消磁する
degeneracy	退化,退歩,墜落
degenerate	(…から…へ)退歩する,退化する,墜落する《+『from』+『名』+『into』+『名』》 / 退化した,墜落した...
degeneration	退歩,退化,墜落
degenerative	退化的な,墜落しやすい,退行性の
degradable	(化学的に)分解できる
degradation	(地位の)格下げ / (品位などの)下落
degrade	(…に)…の地位(身分)を下げる《+『名』+『to』+『名』》 / (…にまで)…の品位(評判)を下げる,を卑しく...
degree	〈C〉『程度』,度合 / 〈U〉《古》(社会的)階級,地位,身分 / 〈C〉『学位』,称号 / 〈C〉(寒暖計の)...
dehorn	〈牛〉の角を切り取る
dehumanisation	人間性を失うこと(失わせること)
dehumanise	…の人間性を失わせる,人間らしさを奪う
dehumanization	人間性を失うこと(失わせること)
dehumanize	…の人間性を失わせる,人間らしさを奪う
dehumidify	…の湿気を除去する,を除湿する
dehydrate	…を脱水する,脱水状態にする / 水分を失う,〈体が〉脱水状態になる
dehydration	脱水,乾燥;〈体の〉脱水状態
dehydrogenate	〈水素化合物の〉の水素を取り去る
deice	〈飛行機・自動車・冷蔵庫など〉の結氷(結霜)を取り去る,結氷(結霜)を防ぐ
deification	神としてあがめること,神に祀ること,神格化
deify	…を神に祀る / …を神様扱いする
deign	《『deign to』 do》〈目上の人が〉もったいなくも(…)してくださる / …を下さる
deionize	…からイオンを除去する
deism	理神論,自然神教
deist	理神論者
deity	《the D-》神 / 〈U〉神性,神格,神位
deject	…を落胆させる,がっかりさせる
dejected	がっかりした
dejection	落胆,意気消沈
dekagram	=decagram(《略》『dek.』)
dekaliter	=decaliter(《略》『dkl』)
dekameter	=decameter(《略》『dkm』)
dekko	ひと目
delaware	デラウェア州(米国東部の州;《略》『Del.,DE』)
delay	…を『延期する』,延ばす / 〈事故などが〉…を『遅らせる』 / 『ぐずぐずする』,『手間取る』 / 『遅れ』,遅...
dele	(印刷物の校正で)…を削除する / 削除記号
delectable	快い,楽しい;けっこうな
delectably	快く,楽しく
delectation	《気どって》喜び,楽しみ
delegacy	〈U〉代表の任務 / 〈C〉代表団 / 代表の地位《古・文語》
delegate	(会議などへの個人の)『代表』,使節《+『to』+『名』》 / 〈人〉を『代表として派遣する』 / (…に)〈権限...
delegation	〈U〉『代表派遣』,代表任命 / 〈C〉《集合的に》『代表団』,派遣団
delete	(…から)〈語など〉を削除する,消す《+『名』+『from』+『名』》
deleterious	心身に有害な
deletion	削除;〈C〉削除箇所
delft	デルフト焼き(オランダのDelft産の陶器;白地に青で採色したものが多い)
delhi	デリー(インド北部の連邦政府直轄地;Mogul帝国の旧都)
deli	〈C〉デリ(惣菜店)《略》/ 惣菜 / =delicatessen
deliberate	『よく考えた』,熟考した;故意の,計画的な / 『思慮ある』,慎重な / 落ち着いた,ゆうゆうとした / …を『よ...
deliberately	よく考えて,慎重に(cautiously) / 故意に,わざと
deliberateness	熟考,慎重 / 故意
deliberation	〈U〉熟慮,熟考 / 〈U〉〈C〉《しばしば複数形で》正式の協議,討議,審議 / 〈U〉(思考・行動などの)慎重さ
deliberative	審議の,討議の
delicacy	〈U〉(形状・感触などの)『優美さ』,精巧さ,繊細さ《+『of』+『名』》 / 〈C〉『おいしいもの』,珍味 / ...
delicate	(形状・感触などが)『繊細な』,精巧な,きめの細かい / (におい・色などが)『柔らかい』,うすい / (ガラス器...
delicately	繊細に;微妙に / きゃしゃに / 敏感に
delicatessen	〈C〉高級食材店・惣菜店/ 惣菜 / 〈U〉調理済み食品・惣菜類 / =deli
delicious	『おいしい』 / 香りのよい / 喜ばしい,快い
delight	〈U〉『大喜び』,歓喜 / 〈C〉『楽しみ』,うれしいこと / …を『大いに楽しませる』,大喜びさせる,うれしがら...
delighted	うれしい,喜んだ
delightedly	喜んで
delightful	(物・事が)『喜びを与える,楽しい』,うれしい / (人が)『愉快な』,おもしろい
delimit	…の境界(限)を定める
delimitation	境界,限界
delineate	…の輪郭を描く;…を図で表す,描く / …を言葉で描写する
delineation	〈U〉輪郭を描くこと / 〈C〉略図,図解 / 〈U〉〈C〉記述,叙述,描写
delinquency	〈U〉(義務・職務などの)怠慢,不履行 / 〈U〉(《まれ》〈C〉《文》)(特に未成年者の)非行,犯罪
delinquent	(義務・職務を)怠る,怠慢な / 過失を犯した,非行を犯した / 支払期限の過ぎた,未納の / 法律違反者;(特に...
deliquesce	(化学的に)〈物質が〉溶ける,潮解する・溶解する
deliquescent	潮解性の,融解性の
delirious	(高熱などで)精神の錯乱した / (喜びなどで)有頂天になった
delirium	〈U〉〈C〉(不安・興奮・妄想(もうそう)・幻覚に陥る)精神錯乱 / 〈C〉《単数形のみ》極度の興奮状態
deliver	(人・場所に)〈手紙・荷物など〉を『配達する』,届ける;〈伝言など〉を伝える《+『名』+『to』+『名』》 / (...
deliverance	〈U〉(…からの)救出,救助;解放,釈放《+『from』+『名』》 / 〈C〉公式見解;陳述
delivery	〈U〉〈C〉(…への)(手紙・荷物などの)『配達』,便;配達品《+『for』+『名』》 / 〈U〉《文》(…からの...
deliveryman	(客の購入品・注文品の)配達員
dell	(山間の)小さな谷,峡谷
delouse	…からシラミを駆除する
delphinium	ヒエンソウ(キンポウゲ科の観賞用植物)
delta	デルタ(ギリシア語アルファベットの第4字Δ,δ;英語D,dに相当) / (河口の)三角州,デルタ / 三角形をしたもの
delude	〈人〉を欺く,かつぐ
deluge	〈C〉(…の)大洪水,大水《+『of』+『名』》 / 《しばしばa deluge》洪水のように押し寄せるもの《+『...
delusion	〈U〉〈C〉思い違い;錯覚;誤った考え;(…という)思い違い《+『that節』》 / 〈U〉惑わすこと,だますこと...
delusive	人を惑わせる,紛らわしい
deluxe	豪華な,ぜいたくな / 豪華に
delve	(…を)探究する,せんさくする《+『into』(『among』)+『名』》
demagnetisation	磁気を除くこと,消磁
demagnetise	…から磁気を除く,を消磁する
demagnetization	磁気を除くこと,消磁
demagnetize	…から磁気を除く,を消磁する
demagog	扇動政治家
demagogic	扇情的な,デマの
demagogue	扇動政治家
demagoguery	扇動行為,デマ
demand	〈人が〉(権利として強く)…を『求める』,せがむ / 〈物事が〉…を『必要とする』,要する(need) / 〈C〉...
demanding	{形}要求の多い / 骨の折れる / 厳しい
demarcate	…を限界(境界)を定める,を区別する
demarcation	境界設定,境界
demarche	処置法,手続き / (外交上の)転換策,新政策
demean	…を品位を落とす / 〈身〉を処する
demeanor	ふるまい;態度,品行
demeanour	ふるまい;態度,品行
demented	発狂した
dementia	(医学的な)痴呆(ちほう)
demerit	欠点,短所 / (学校の)罰点
demesne	(封建領主・貴族などの)私有地,領地
demeter	デメテル(ギリシア神話の農業と豊饒(ほうじょう)の女神)
demigod	半神半人
demijohn	(かご細工で包んだ)細口びん(1‐10ガロン入り)
demilitarise	〈ある地域・地区〉を非武装化する
demilitarization	非軍事化,非武装化
demilitarize	〈ある地域・地区〉を非武装化する
demineralize	…から鉱物性含有物を取り除く;…を脱塩する
demise	《遠回しに》(人の)死 / 《ふざけて》(物事の)消滅;終末
demist	=defrost
demitasse	食後の小型コーヒーカップ;その1杯分コーヒー
demobilise	〈軍隊〉を解隊する,〈兵〉を復員させる
demobilization	除隊,動員解除
demobilize	〈軍隊〉を解隊する,〈兵〉を復員させる
democracy	〈U〉『民主政治』,『民主主義』,民主政体,民主社会 / 〈C〉民主主義国,民主国
democrat	民主主義者,民主政体論者 / 《『D-』》《米》民主党員
democratic	『民主主義の』,民主政体の / (人・態度などが)『民主的な』,庶民的な / 《『D-』》《米》民主党の
democratically	民主的に,庶民的に
democratisation	民主化
democratise	…を民主化する / 民主化する
democratization	民主化
democratize	…を民主化する / 民主化する
demodulate	(無線で)〈電波〉を検波する,復調する
demographer	人口統計学者
demographic	人口統計学の
demography	人口統計学
demoiselle	未婚の女性
demolish	〈古い建物など〉を取り壊す,破壊する / 〈計画・制度など〉をくつがえす / 《話》〈食べ物〉をぺろりと平らげる
demolition	(建物などの)破壊,取り壊し
demon	悪霊;悪魔 / 悪魔(鬼)のように残酷な人;(悪などの)権化 / 《話》(超人的な)精力家,名人,鬼才
demonetise	…の本位貨幣性を失わせる
demonetize	…の本位貨幣性を失わせる
demoniac	悪魔の / 悪魔に取りつかれた
demoniacal	悪魔の / 悪魔に取りつかれた
demonic	鬼神の[ような],悪魔的な / 悪霊(魔)にとりつかれた
demonology	悪魔研究,鬼神学
demonstrable	論証できる,証明できる
demonstrate	〈真理・学説など〉を『論証する』,証明する(prove) / (実例・実験・標本などによって)…を『説明して見せる...
demonstration	〈U〉〈C〉『論証』,立証;(…であることの)実証《+『that節』》 / (の)実物説明,実物宣伝;(観察者の前...
demonstrative	証明するのに役立つ,論証的な,例証的な;(…を)証明する,説明する《+『of』+『名』》 / (人・態度などが)感...
demonstrator	立証者 / 実演する人 / デモ参加者
demoralise	…の風紀を乱す / 〈軍隊・軍人〉の士気をくじく
demoralization	風紀を乱すること,堕落,退廃 / (軍隊・軍人の)士気をくじくこと
demoralize	…の風紀を乱す / 〈軍隊・軍人〉の士気をくじく
demoralizer	(人の)勇気をくじくもの;(人を)堕落させるもの
demote	…の地位(階級)を下げる
demotic	民衆の,人民の / (古代ギリシアの)民用文字の / 《D-》現代ギリシア語
demotion	下級に落とすこと,降格,降職,左遷(せん),落第
demulcent	(薬剤などが)鎮痛の,沈静の / 鎮痛剤,緩和剤
demur	(…に)異議を唱える,反対する《+『at』(『to』) +『名』(do『ing』)》 / 異議,反対
demure	(特に女性や子供が)内気で慎み深い,控え目な / つんと澄ました,とり澄ました
demurrage	(船の)超過停留 / 停留日数超過割増金
demurrer	〈C〉異議申し立て / (訴訟における)抗弁《法》
demystify	…のなぞを解く
den	(野生動物の)巣穴,ほら穴 / 《話》奥まった小部屋;私室 / 隠れ家(が);(特に犯罪者の)根城,巣
denationalise	〈企業など〉を非国有化する
denationalize	〈企業など〉を非国有化する
denaturant	(物質の性質を変える)変性剤
denature	〈物質〉の性質を変える
dendrite	模樹(もじゅ)石;(化石の)樹皮状結晶 / (神経細胞の)樹皮状突起
dendrology	樹木学
dengue	デング熱(蚊の媒介によって起こる急性伝染病)
denial	〈U〉〈C〉(…の)『否定』,否認《+『of』+『名』(do『ing』)》 / 〈U〉〈C〉(…の)『拒絶』,拒否...
denicotinize	〈たばこ〉からニコチンを除く
denier	否認(否定)する人 / デニール(生糸・人造絹糸・ナイロン糸などの太さを測る単位) / フランスの古貨幣
denigrate	〈人,人の人格・名誉など〉をけなす,侮辱する
denigration	中傷,侮辱,軽視
denim	〈U〉デニム(厚地の綿布) / 〈C〉《複数形で》デニム製作業服
denizen	(ある場所に育つ)動植物,(ある土地の)居住者《+『of』+『名』》 / 外来動植物
denmark	デンマーク(北欧の王国;首都はCopenhagen)
denominate	…に命名する
denomination	〈C〉《文》名称;〈U〉命名 / 〈C〉宗派,教派 / 〈C〉(計量・貨弊などの)単位;額面価額
denominational	(特定の)宗派の,数派の
denominator	分母
denotation	〈U〉(記号などによる)表示 / 〈C〉(語句などの)表示する意味,外延(がいえん)(語句の表面的な意味をいう;c...
denotative	表示的な,指示的な(…を)表示する《+『of』+『名』》 / (論理学で)外延の
denote	…を示す,表す;…の記号である
denouement	(劇・小説・複雑な事件やむずかしい情況などの)大詰め,結末
denounce	(公然と)〈人〉を『非難する』,攻撃する / 〈一方の国が〉〈条約など〉を廃棄宣言する
dense	『密度が濃い』,密集した,目の詰まった / 《話》頭の鈍い,のろまな
densitometer	(写真現像の)濃度計
density	〈U〉『密集』;『密度』,濃さ / 〈U〉〈C〉(物質の)密度,濃度,比重 / 〈U〉《話》頭の鈍さ,愚鈍さ
dent	くぼみ,へこみ / …をくぼませる,へこませる / へこむ,くぼむ / (くし・歯車などの)歯
dental	歯の,歯科医の / (音声が)歯音の / 歯音(など)
dentate	(植物・動物が)歯のある,歯状突起のある
dentifrice	歯みがき粉,練り歯みがき(toothpaste)
dentin	(通例エナメル質の下にある)ぞうげ質
dentine	(通例エナメル質の下にある)ぞうげ質
dentist	『歯科医』,歯医者
dentistry	歯科学,歯学
dentition	歯の状態(歯の数・種類・歯列など) / 歯牙(しが)の発生
denture	入れ歯,義歯
denuclearize	…を核兵器設置(核武装)を禁止する
denude	…を裸にする;(物を)〈人・物〉からはぎ取る《+『名』+『of』+『名』》
denunciation	非難;否認 / (裁判官の面前などでの罪の)告発 / (条約の)廃棄通告
denver	デンバー(米国Colorado州の州都)
deny	…を『否定する』,否認する / 《『deny』+『名』+『名』=『deny』+『名』+『to』+『名』》〈人・自分...
deodar	ヒマラヤスギ
deodorant	脱臭剤,臭気止め
deodorise	…の臭気を取り除く
deodorize	…の臭気を取り除く
deoxidise	…から酸素を除く,〈酸化物〉を還元する
deoxidize	…から酸素を除く,〈酸化物〉を還元する
depart	《文》(…から)(遠くへ)『立ち去る』,出発する《+『from』+『名』》 / (通常のことから)『はずれる』,変...
departed	今はない,過ぎし / 故人;《集合的に》死者たち
department	(政府・会社・学校などの組織の)『部門』,部,課;《英》(官庁の)局(《米》bureau) / (フランスなどの)県,州
departmental	部門[別]の;各部(局,省)の
departmentalise	…を専門分野別に分ける
departmentalize	…を専門分野別に分ける
departure	(…から)(遠くへ)『立ち去ること』,『出発』《+『from』+『名』》 / (通常のことから)『はずれること』,...
depend	〈人が〉『頼る』,依存する,当てにする / 〈物事が〉…次第である,にかかっている(受動態にできない)
dependability	頼りになること,信頼性
dependable	信頼できる,頼りになる,当てにできる(reliable)
dependably	信頼して,当てにして
dependence	(…に)頼ること,(…への)依存,依頼《+『on(upon)』+『名』》 / (…への)信頼,信用《+『on』+『名』》
dependency	〈U〉依存,依存関係 / 〈C〉(国の)属領,従属国
dependent	『頼っている』,依存している,従属している / 扶養される人(家族)
depersonalise	…を非人格化する / 〈人〉から個性を奪い去る
depersonalize	…を非人格化する / 〈人〉から個性を奪い去る
depict	(絵・言葉などで)…を描き表す,描写する
depiction	描くこと,描写,叙述
depilatory	脱毛力のある / (液状またはクリーム状の)脱毛剤
deplane	飛行機から降りる
deplete	〈価値・分量・内容など〉を激減させる,使い果たす
depletion	枯渇,消耗
deplorable	嘆かわしい / 痛ましい,みじめな / ひどい
deplorably	嘆かわしくも;ひどく
deplore	…を残念に思う,いけないと思う / …をひどく悲しむ,悔やむ
deploy	〈部隊など〉を配置する / (作戦的に)〈部隊などが〉配置につく
deployment	(兵などの)展開,散開
depolarise	〈乾電池など〉の極性をなくす,を消極する
depolarize	〈乾電池など〉の極性をなくす,を消極する
depoliticize	…から政治性を取り除く
deponent	(法廷における)宣誓証人
depopulate	〈戦争・悪疫などが〉…の人口を減らす
deport	{動}国外退去させる / 追放する / ふるまう《文》
deportation	(好ましくない外国人などの)国外追放
deportee	(国外への)被追放者
deportment	《米》(特に若い女性の人中での)態度,ふるまい(behavior) / 《英》(特に若い女性の)立ち姿,歩く姿
depose	{動}〈国王〉を退位させる;〈高官など〉を免職する / 宣誓証言する
deposit	〈貴重品など〉を『預ける』,〈金〉を預金する / (注意深く,確実に)…を置く,おろす / (自然の作用によって)...
deposition	〈U〉廃位;(高官などの)免職 / 〈C〉宣誓供述書 / 〈U〉堆積作用;〈C〉堆積物
depositor	(銀行の)預金者;供託者
depository	貯蔵所,倉庫;金庫
depot	《米》(鉄道の)駅,(バスの)発着所 / (軍隊の)物資集積所 / 置き場,貯蔵所,倉庫 / 《英》連隊本部
deprave	〈人〉を堕落させる,悪くする
depravity	〈U〉堕落 / 〈C〉悪行 / 邪悪な行為
deprecate	…に不賛成の意を表す,を非難する / を軽べつする
deprecation	不賛成,反対,非難
deprecatory	弁解の,言い訳の / 不賛成の
depreciate	…の価値(価格)を下げる / …を見くびる,けなす / 価値(価格)が下がる
depreciation	(消耗・年月による価値・価格の)下落,低落 / 減価見積り[額];減価償却
depreciatory	価値(価格)が低下しつつある
depredation	[通例複数形で] 略奪行為,破壊
